-150,-150
-150,-145
-150,-140
-150,-135
-150,-130
-150,-125
-150,-120
-150,-115
-150,-110
-150,-105
-150,-100
-150,-95
-150,-90
-150,-85
-150,-80
-150,-75
-150,-70
-150,-65
-150,-60
-150,-55
-150,-50
-150,-45
-150,-40
-150,-35
-150,-30
-150,-25
-150,-20
-150,-15
-150,-10
-150,-5
-150,0
-150,5
-150,10
-150,15
-150,20
-150,25
-150,30
-150,35
-150,40
-150,45
-150,50
-145,45
-145,50
-150,55
-145,55
-145,60
-150,60
-150,65
-150,70
-150,75
-150,80
-150,85
-150,90
-150,95
-150,100
-150,105
-145,105
-140,105
-135,105
-130,105
-125,105
-150,110
-150,115
-145,110
-145,115
-150,120
-150,125
-150,130
-150,135
-145,125
-140,125
-135,125
-145,150
-145,145
-145,140
-145,135
-145,130
-150,145
-140,145
-140,140
-150,140
-150,150
-145,-145
-145,-140
-145,-95
-145,-90
-145,10
-145,70
-145,65
-145,-135
-140,-135
-145,-130
-140,-130
-145,-40
-145,-35
-145,-30
-145,-15
-145,5
-145,15
-145,35
-145,40
-145,75
-145,-150
-145,-125
-145,-120
-145,-115
-145,-110
-145,-105
-145,-100
-145,-85
-145,-80
-145,-75
-145,-70
-145,-65
-145,-60
-145,-55
-145,-50
-145,-45
-145,-25
-145,-20
-145,-10
-145,-5
-145,0
-145,20
-145,25
-145,30
-145,80
-145,85
-145,90
-145,95
-145,100
-145,120
-140,-15
-140,60
-140,55
-140,10
-140,35
-140,40
-140,-150
-140,-145
-140,-140
-140,-30
-140,15
-140,30
-140,70
-140,65
-140,130
-140,135
-140,150
-140,-125
-140,-120
-140,-115
-140,-110
-140,-105
-140,-100
-140,-95
-140,-90
-140,-85
-140,-80
-140,-75
-140,-70
-140,-65
-140,-60
-140,-55
-140,-50
-140,-45
-140,-40
-140,-35
-140,-25
-140,-20
-140,-10
-140,-5
-140,0
-140,5
-140,20
-140,25
-140,45
-140,50
-140,75
-140,80
-140,85
-140,90
-140,95
-140,100
-140,110
-140,115
-140,120
-135,-25
-135,-20
-135,-15
-135,130
-135,145
-130,145
-125,145
-130,130
-125,130
-135,55
-135,60
-135,90
-135,95
-135,110
-135,115
-135,120
-135,140
-130,140
-135,-145
-135,-140
-135,-120
-135,-115
-135,-55
-130,135
